width,space,length,gnd_width,unshield_length,via_thickness,metal_thickness,vin,vrise,period,txres,delay
1.05,3.98,2322.0,1.95,318.0,1.44,0.9,0.45,38.25,199.75,29.0, 66.943
1.05,3.98,2322.0,1.95,318.0,1.44,0.9,1.15,30.75,585.0,52.0, 77.138
3.1,2.56,2271.0,3.5,486.0,1.72,0.94,0.45,47.25,289.5,69.0, 84.436
3.1,2.56,2271.0,3.5,486.0,1.72,0.94,0.75,49.5,494.0,27.0, 64.786
3.1,2.56,2271.0,3.5,486.0,1.72,0.94,0.95,55.75,460.0,32.0, 67.316
3.1,2.56,2271.0,3.5,486.0,1.72,0.94,1.3,10.5,121.25,54.0, -205.436
1.8,3.08,2178.0,1.2,435.0,0.4,1.06,0.5,11.75,198.5,71.5, 94.619
1.8,3.08,2178.0,1.2,435.0,0.4,1.06,1.2,49.75,459.5,31.0, 86.521
1.8,3.08,2178.0,1.2,435.0,0.4,1.06,0.75,76.0,563.0,26.0, 83.191
1.8,3.08,2178.0,1.2,435.0,0.4,1.06,1.05,47.5,265.25,58.5, 95.578
2.45,2.5,2662.0,2.1,478.0,1.76,1.96,1.15,66.75,561.0,41.0, 69.536
2.45,2.5,2662.0,2.1,478.0,1.76,1.96,0.5,20.5,385.75,24.5, -791.491
2.45,2.5,2662.0,2.1,478.0,1.76,1.96,0.95,32.75,198.25,62.0, 73.602
2.45,2.5,2662.0,2.1,478.0,1.76,1.96,0.7,26.25,283.0,58.0, 74.744
2.7,4.36,4275.0,1.05,366.0,0.62,1.02,0.55,38.0,228.0,73.0, 121.691
2.7,4.36,4275.0,1.05,366.0,0.62,1.02,0.8,54.5,483.0,42.0, 112.774
2.7,4.36,4275.0,1.05,366.0,0.62,1.02,1.35,13.75,420.25,17.0, 94.661
2.7,4.36,4275.0,1.05,366.0,0.62,1.02,0.95,15.5,123.25,52.5, 99.466
2.8,2.22,3351.0,4.4,408.0,1.46,1.2,0.9,100.25,596.5,50.5, 91.677
2.8,2.22,3351.0,4.4,408.0,1.46,1.2,0.5,13.5,318.75,34.0, 76.386
2.8,2.22,3351.0,4.4,408.0,1.46,1.2,1.35,17.25,123.5,18.5, -203.839
2.8,2.22,3351.0,4.4,408.0,1.46,1.2,0.95,39.25,405.75,60.0, -1172.018
1.15,4.46,2937.0,2.15,302.0,1.96,1.36,0.5,10.75,573.75,40.0, 67.628
1.15,4.46,2937.0,2.15,302.0,1.96,1.36,1.25,47.0,245.0,20.0, 60.043
1.15,4.46,2937.0,2.15,302.0,1.96,1.36,1.0,53.75,393.5,55.0, 78.044
1.15,4.46,2937.0,2.15,302.0,1.96,1.36,0.8,10.5,84.25,61.0, 67.865
4.8,4.18,4496.0,1.8,315.0,0.66,1.12,1.35,27.0,151.75,73.5, 116.935
4.8,4.18,4496.0,1.8,315.0,0.66,1.12,1.15,33.0,465.0,43.0, 106.860
4.8,4.18,4496.0,1.8,315.0,0.66,1.12,0.85,63.25,559.5,50.5, 132.657
4.8,4.18,4496.0,1.8,315.0,0.66,1.12,0.6,18.75,330.5,27.0, 98.129
2.2,3.74,2336.0,2.6,547.0,1.32,0.6,1.4,42.25,599.0,57.5, 91.787
2.2,3.74,2336.0,2.6,547.0,1.32,0.6,0.6,37.75,268.25,43.0, 85.749
2.2,3.74,2336.0,2.6,547.0,1.32,0.6,0.9,26.5,138.75,64.0, 87.834
2.2,3.74,2336.0,2.6,547.0,1.32,0.6,0.8,21.25,368.25,20.0, 74.875
1.55,3.94,4399.0,1.9,518.0,0.68,1.88,0.75,27.25,266.25,47.5, 115.564
1.55,3.94,4399.0,1.9,518.0,0.68,1.88,1.25,81.75,565.5,26.0, 106.118
1.55,3.94,4399.0,1.9,518.0,0.68,1.88,1.05,10.25,116.0,67.0, -170.820
1.55,3.94,4399.0,1.9,518.0,0.68,1.88,0.65,68.5,376.25,36.5, 112.698
3.0,4.0,4030.0,3.8,417.0,1.78,0.7,0.65,68.5,407.5,15.0, 79.527
3.0,4.0,4030.0,3.8,417.0,1.78,0.7,1.0,72.75,521.5,39.0, 94.909
3.0,4.0,4030.0,3.8,417.0,1.78,0.7,1.4,15.25,273.0,57.0, 97.267
3.0,4.0,4030.0,3.8,417.0,1.78,0.7,0.45,13.5,96.0,71.5, 86.389
2.55,3.42,2131.0,3.35,390.0,1.08,0.78,0.55,37.5,307.75,66.5, 81.261
2.55,3.42,2131.0,3.35,390.0,1.08,0.78,0.95,27.75,410.75,38.0, 71.611
2.55,3.42,2131.0,3.35,390.0,1.08,0.78,1.3,96.0,558.25,12.5, 55.171
2.55,3.42,2131.0,3.35,390.0,1.08,0.78,0.9,11.25,179.75,50.0, 72.931
4.8,2.08,2641.0,4.85,510.0,1.48,0.64,0.65,53.5,306.0,22.5, 75.380
4.8,2.08,2641.0,4.85,510.0,1.48,0.64,0.95,59.25,468.75,62.0, 94.736
4.8,2.08,2641.0,4.85,510.0,1.48,0.64,0.75,40.0,516.0,56.0, 91.387
4.8,2.08,2641.0,4.85,510.0,1.48,0.64,1.4,10.5,130.75,33.0, -218.819
1.0,4.48,2691.0,4.2,444.0,1.84,0.46,1.25,21.0,391.75,73.0, 132.505
1.0,4.48,2691.0,4.2,444.0,1.84,0.46,0.7,80.75,527.25,57.0, 124.958
1.0,4.48,2691.0,4.2,444.0,1.84,0.46,0.5,16.25,90.75,30.0, 78.706
1.0,4.48,2691.0,4.2,444.0,1.84,0.46,0.95,20.5,266.0,15.5, 85.163
1.6,4.54,1618.0,1.05,409.0,1.4,0.44,0.5,31.25,367.0,46.5, 77.366
1.6,4.54,1618.0,1.05,409.0,1.4,0.44,1.35,10.75,255.25,15.5, 61.459
1.6,4.54,1618.0,1.05,409.0,1.4,0.44,1.1,19.0,101.75,69.5, 76.404
1.6,4.54,1618.0,1.05,409.0,1.4,0.44,0.9,53.25,473.25,37.5, 74.304
4.8,4.38,4110.0,4.35,529.0,0.6,1.08,1.1,38.0,281.5,14.0, -524.527
4.8,4.38,4110.0,4.35,529.0,0.6,1.08,0.45,40.25,369.5,75.0, -1073.262
4.8,4.38,4110.0,4.35,529.0,0.6,1.08,1.35,19.0,493.75,34.5, 123.738
4.8,4.38,4110.0,4.35,529.0,0.6,1.08,0.75,19.25,100.5,51.5, -135.929
4.2,4.36,3860.0,1.9,466.0,1.9,1.4,0.6,26.0,424.0,70.5, -967.571
4.2,4.36,3860.0,1.9,466.0,1.9,1.4,0.9,33.75,190.25,55.5, 85.783
4.2,4.36,3860.0,1.9,466.0,1.9,1.4,1.3,79.5,523.25,25.0, 74.309
4.2,4.36,3860.0,1.9,466.0,1.9,1.4,0.9,29.25,327.25,33.0, 79.125
2.4,4.56,2724.0,2.55,477.0,1.3,1.32,0.8,9.75,361.25,64.5, 83.971
2.4,4.56,2724.0,2.55,477.0,1.3,1.32,1.3,27.25,320.0,33.5, 74.217
2.4,4.56,2724.0,2.55,477.0,1.3,1.32,0.9,16.0,108.5,13.5, -169.058
2.4,4.56,2724.0,2.55,477.0,1.3,1.32,0.4,88.75,498.0,51.5, 84.132
2.4,2.88,1712.0,3.8,412.0,1.6,0.68,0.95,19.75,265.0,52.0, 67.887
2.4,2.88,1712.0,3.8,412.0,1.6,0.68,0.85,14.0,84.75,21.5, -131.013
2.4,2.88,1712.0,3.8,412.0,1.6,0.68,0.45,22.75,395.5,35.5, 62.375
2.4,2.88,1712.0,3.8,412.0,1.6,0.68,1.3,112.75,599.5,63.0, 82.831
1.55,4.4,2029.0,2.8,387.0,1.92,1.86,1.1,23.75,324.0,64.0, 66.645
1.55,4.4,2029.0,2.8,387.0,1.92,1.86,0.7,85.0,486.25,41.5, 60.313
1.55,4.4,2029.0,2.8,387.0,1.92,1.86,1.3,11.5,389.5,21.5, -809.923
1.55,4.4,2029.0,2.8,387.0,1.92,1.86,0.6,18.75,124.25,53.0, 61.121
4.7,4.9,2242.0,4.3,401.0,0.62,1.56,1.25,36.25,305.75,64.0, -1330.205
4.7,4.9,2242.0,4.3,401.0,0.62,1.56,0.5,26.75,135.75,22.5, -235.324
4.7,4.9,2242.0,4.3,401.0,0.62,1.56,1.1,46.75,463.75,32.5, 76.915
4.7,4.9,2242.0,4.3,401.0,0.62,1.56,0.8,16.0,592.0,54.5, -2667.649
1.1,4.04,2516.0,3.65,376.0,0.7,1.78,1.35,14.0,314.25,47.5, 76.153
1.1,4.04,2516.0,3.65,376.0,0.7,1.78,0.45,37.5,347.5,36.5, 73.347
1.1,4.04,2516.0,3.65,376.0,0.7,1.78,1.0,26.25,198.5,12.5, -382.947
1.1,4.04,2516.0,3.65,376.0,0.7,1.78,0.7,95.25,570.25,64.5, 102.153
3.35,3.64,2110.0,4.85,499.0,1.74,0.7,0.8,86.0,470.75,28.0, 65.712
3.35,3.64,2110.0,4.85,499.0,1.74,0.7,0.5,18.0,250.5,16.0, -497.474
3.35,3.64,2110.0,4.85,499.0,1.74,0.7,0.95,63.0,426.75,72.0, 88.582
3.35,3.64,2110.0,4.85,499.0,1.74,0.7,1.4,16.75,159.5,53.5, 75.730
1.3,2.28,3525.0,3.0,377.0,1.96,1.72,1.25,32.0,209.75,43.5, 75.101
1.3,2.28,3525.0,3.0,377.0,1.96,1.72,1.05,19.25,316.25,49.0, 77.554
1.3,2.28,3525.0,3.0,377.0,1.96,1.72,0.45,45.25,550.25,63.5, 91.057
1.3,2.28,3525.0,3.0,377.0,1.96,1.72,0.7,60.75,388.75,15.0, 63.743
4.3,4.34,2787.0,3.75,425.0,1.24,0.7,1.1,80.25,520.25,72.5, 113.931
4.3,4.34,2787.0,3.75,425.0,1.24,0.7,0.45,45.25,366.25,54.0, 88.183
4.3,4.34,2787.0,3.75,425.0,1.24,0.7,0.85,17.75,280.5,39.0, 81.981
4.3,4.34,2787.0,3.75,425.0,1.24,0.7,1.35,12.5,106.25,18.0, -167.139
3.55,2.82,2855.0,2.85,478.0,0.96,1.04,1.0,50.25,403.25,52.0, 91.303
3.55,2.82,2855.0,2.85,478.0,0.96,1.04,1.15,54.25,577.5,27.0, 80.341
3.55,2.82,2855.0,2.85,478.0,0.96,1.04,0.55,15.5,89.5,60.0, -128.219
3.55,2.82,2855.0,2.85,478.0,0.96,1.04,0.75,15.25,250.0,43.0, 84.849
2.4,2.58,4428.0,2.15,461.0,1.18,1.68,1.15,96.25,529.0,47.5, 105.208
2.4,2.58,4428.0,2.15,461.0,1.18,1.68,0.6,42.5,465.5,32.0, 91.723
2.4,2.58,4428.0,2.15,461.0,1.18,1.68,1.4,15.0,247.0,25.5, -467.242
2.4,2.58,4428.0,2.15,461.0,1.18,1.68,0.75,16.25,121.0,60.5, 89.685
2.6,3.48,3496.0,0.85,451.0,1.0,1.18,0.7,13.25,103.5,22.0, 83.812
2.6,3.48,3496.0,0.85,451.0,1.0,1.18,1.0,58.0,442.25,29.0, 85.400
2.6,3.48,3496.0,0.85,451.0,1.0,1.18,0.5,77.75,481.25,54.0, 99.717
2.6,3.48,3496.0,0.85,451.0,1.0,1.18,1.2,11.25,256.25,61.5, 95.688
4.9,3.66,3013.0,4.25,427.0,1.9,1.22,0.45,24.0,476.5,67.5, -1113.725
4.9,3.66,3013.0,4.25,427.0,1.9,1.22,1.1,22.25,157.5,14.5, -487.898
4.9,3.66,3013.0,4.25,427.0,1.9,1.22,0.85,47.75,454.0,39.0, 72.547
4.9,3.66,3013.0,4.25,427.0,1.9,1.22,1.4,37.75,231.5,47.5, 74.678
4.6,4.44,4636.0,4.6,369.0,0.68,0.6,0.55,14.25,531.25,68.0, 219.499
4.6,4.44,4636.0,4.6,369.0,0.68,0.6,0.9,45.0,225.5,44.0, 138.033
4.6,4.44,4636.0,4.6,369.0,0.68,0.6,1.3,12.5,91.25,38.0, 374.741
4.6,4.44,4636.0,4.6,369.0,0.68,0.6,0.85,47.25,415.0,23.0, 129.772
1.45,4.0,1961.0,4.55,439.0,1.42,1.38,0.65,55.5,279.0,74.5, 77.321
1.45,4.0,1961.0,4.55,439.0,1.42,1.38,1.3,56.75,556.5,35.0, 63.351
1.45,4.0,1961.0,4.55,439.0,1.42,1.38,1.1,23.5,409.5,19.0, -850.656
1.45,4.0,1961.0,4.55,439.0,1.42,1.38,0.45,22.5,141.25,55.5, 68.758
0.95,3.78,4792.0,2.9,596.0,1.7,1.8,1.25,102.0,537.75,73.5, 134.612
0.95,3.78,4792.0,2.9,596.0,1.7,1.8,0.9,28.75,406.5,30.5, 97.958
0.95,3.78,4792.0,2.9,596.0,1.7,1.8,1.1,12.25,207.75,17.5, -126.384
0.95,3.78,4792.0,2.9,596.0,1.7,1.8,0.6,37.25,238.75,57.0, 106.564
4.95,4.98,1670.0,2.65,408.0,1.88,1.6,0.4,31.0,219.75,51.0, 58.825
4.95,4.98,1670.0,2.65,408.0,1.88,1.6,1.4,38.5,471.25,20.0, 47.923
4.95,4.98,1670.0,2.65,408.0,1.88,1.6,0.8,29.0,163.25,60.0, 59.213
4.95,4.98,1670.0,2.65,408.0,1.88,1.6,1.1,22.0,402.0,29.5, -199.739
4.85,3.58,4565.0,2.7,323.0,1.04,0.46,0.9,45.75,563.5,46.5, 134.456
4.85,3.58,4565.0,2.7,323.0,1.04,0.46,0.45,53.0,356.5,40.0, 120.321
4.85,3.58,4565.0,2.7,323.0,1.04,0.46,0.9,67.5,338.75,60.0, 141.287
4.85,3.58,4565.0,2.7,323.0,1.04,0.46,1.2,9.0,87.75,16.5, 88.918
3.15,2.86,1888.0,1.55,572.0,0.42,0.94,1.15,45.75,568.0,18.0, 80.424
3.15,2.86,1888.0,1.55,572.0,0.42,0.94,0.7,10.0,89.75,45.5, -122.078
3.15,2.86,1888.0,1.55,572.0,0.42,0.94,1.3,45.5,347.0,74.0, -977.880
3.15,2.86,1888.0,1.55,572.0,0.42,0.94,0.65,51.75,270.5,32.0, 84.812
1.2,4.96,2080.0,2.45,451.0,1.66,1.34,0.6,25.5,169.25,12.0, -324.057
1.2,4.96,2080.0,2.45,451.0,1.66,1.34,0.8,86.25,473.0,49.0, 73.789
1.2,4.96,2080.0,2.45,451.0,1.66,1.34,1.0,8.5,340.25,65.0, 74.788
1.2,4.96,2080.0,2.45,451.0,1.66,1.34,1.2,22.25,309.5,43.0, 67.873
2.45,4.58,3618.0,1.1,594.0,0.72,1.72,0.7,20.75,344.0,33.0, 98.315
2.45,4.58,3618.0,1.1,594.0,0.72,1.72,0.45,36.75,483.25,68.5, -1391.154
2.45,4.58,3618.0,1.1,594.0,0.72,1.72,1.25,31.0,175.75,45.5, 102.038
2.45,4.58,3618.0,1.1,594.0,0.72,1.72,1.05,43.5,289.5,14.5, -561.633
2.1,3.26,2955.0,4.45,309.0,0.62,1.84,0.9,14.5,116.0,46.5, 71.967
2.1,3.26,2955.0,4.45,309.0,0.62,1.84,0.6,55.5,376.25,17.0, 66.497
2.1,3.26,2955.0,4.45,309.0,0.62,1.84,1.05,103.75,560.25,32.5, 80.614
2.1,3.26,2955.0,4.45,309.0,0.62,1.84,1.15,14.0,264.75,69.0, -1142.132
1.75,4.66,3444.0,3.5,309.0,1.12,0.56,0.7,43.25,290.25,35.5, 96.567
1.75,4.66,3444.0,3.5,309.0,1.12,0.56,1.1,16.5,472.0,18.0, 84.158
1.75,4.66,3444.0,3.5,309.0,1.12,0.56,1.2,58.75,346.75,69.0, 128.609
1.75,4.66,3444.0,3.5,309.0,1.12,0.56,0.45,19.0,190.0,51.5, 98.698
0.9,2.6,4003.0,1.15,517.0,1.34,0.5,0.45,29.5,459.0,70.5, 180.656
0.9,2.6,4003.0,1.15,517.0,1.34,0.5,1.35,57.5,332.75,39.0, 149.398
0.9,2.6,4003.0,1.15,517.0,1.34,0.5,1.05,17.25,109.0,55.5, 442.584
0.9,2.6,4003.0,1.15,517.0,1.34,0.5,0.75,8.75,497.5,21.0, 136.918
2.55,3.5,2811.0,2.0,354.0,1.04,0.5,1.15,64.5,335.25,51.5, 97.869
2.55,3.5,2811.0,2.0,354.0,1.04,0.5,1.0,81.75,575.5,43.0, 96.215
2.55,3.5,2811.0,2.0,354.0,1.04,0.5,0.4,14.75,198.0,20.5, 78.453
2.55,3.5,2811.0,2.0,354.0,1.04,0.5,0.65,49.25,468.0,72.5, 118.122
4.85,4.86,3271.0,2.4,387.0,1.82,1.08,0.7,13.0,309.5,64.5, -881.636
4.85,4.86,3271.0,2.4,387.0,1.82,1.08,0.45,14.25,158.75,15.5, -286.496
4.85,4.86,3271.0,2.4,387.0,1.82,1.08,1.25,89.75,459.75,31.0, 69.709
4.85,4.86,3271.0,2.4,387.0,1.82,1.08,0.95,61.0,509.25,53.5, 83.536
2.65,2.16,4262.0,5.0,475.0,1.28,1.0,0.55,34.25,206.75,48.5, -542.998
2.65,2.16,4262.0,5.0,475.0,1.28,1.0,1.15,17.5,359.75,71.0, -1357.407
2.65,2.16,4262.0,5.0,475.0,1.28,1.0,0.85,46.5,492.5,31.0, 102.593
2.65,2.16,4262.0,5.0,475.0,1.28,1.0,1.05,33.75,213.5,13.5, -388.150
1.0,3.98,3257.0,4.95,384.0,0.92,0.96,1.1,97.25,540.0,66.0, 131.938
1.0,3.98,3257.0,4.95,384.0,0.92,0.96,1.3,13.75,132.5,13.5, 80.447
1.0,3.98,3257.0,4.95,384.0,0.92,0.96,0.5,15.5,361.5,43.5, 97.001
1.0,3.98,3257.0,4.95,384.0,0.92,0.96,0.9,45.5,297.0,43.5, 98.129
